time_s,cmd_x,cmd_y,actual_x,actual_y
52.173634,1241.509,0.000,1245.641,4.131
52.199941,1233.962,0.000,1238.093,4.131
52.225860,1226.415,0.000,1230.546,4.131
52.252239,1218.868,0.000,1222.999,4.131
52.278304,1211.321,0.000,1215.452,4.131
52.304883,1203.774,0.000,1207.905,4.131
52.331553,1196.226,0.000,1200.358,4.131
52.357774,1188.679,0.000,1192.810,4.131
52.383699,1181.132,0.000,1185.263,4.131
52.410029,1173.585,0.000,1177.716,4.131
52.435803,1166.038,0.000,1170.169,4.131
52.462387,1158.491,0.000,1162.622,4.131
52.488575,1150.943,0.000,1155.075,4.131
52.515422,1143.396,0.000,1147.527,4.131
52.541588,1135.849,0.000,1139.980,4.131
52.567337,1128.302,0.000,1132.433,4.131
52.593636,1120.755,0.000,1124.886,4.131
52.619540,1113.208,0.000,1117.339,4.131
52.645792,1105.660,0.000,1109.792,4.131
52.671880,1098.113,0.000,1102.244,4.131
52.697901,1090.566,0.000,1094.697,4.131
52.724483,1083.019,0.000,1087.150,4.131
52.750539,1075.472,0.000,1079.603,4.131
52.776491,1067.925,0.000,1072.056,4.131
52.802693,1060.377,0.000,1064.508,4.131
52.828811,1052.830,0.000,1056.961,4.131
52.855334,1045.283,0.000,1049.414,4.131
52.881284,1037.736,0.000,1041.867,4.131
52.907171,1030.189,0.000,1034.320,4.131
52.933942,1022.642,0.000,1026.773,4.131
52.959779,1015.094,0.000,1019.225,4.131
52.986217,1007.547,0.000,1011.678,4.131
53.012013,1000.000,0.000,1004.131,4.131
53.038063,992.453,0.000,996.584,4.131
53.064317,984.906,0.000,989.037,4.131
53.090916,977.358,0.000,981.490,4.131
53.117347,969.811,0.000,973.942,4.131
53.143877,962.264,0.000,966.395,4.131
53.170407,954.717,0.000,958.848,4.131
53.196423,947.170,0.000,951.301,4.131
53.223157,939.623,0.000,943.754,4.131
53.249535,932.075,0.000,936.207,4.131
53.275456,924.528,0.000,928.659,4.131
53.301326,916.981,0.000,921.112,4.131
53.327451,909.434,0.000,913.565,4.131
53.353384,901.887,0.000,906.018,4.131
53.380023,894.340,0.000,898.471,4.131
53.406294,886.792,0.000,890.924,4.131
53.432421,879.245,0.000,883.376,4.131
53.458677,871.698,0.000,875.829,4.131
53.485181,864.151,0.000,868.282,4.131
53.511026,856.604,0.000,860.735,4.131
53.537376,849.057,0.000,853.188,4.131
53.563858,841.509,0.000,845.641,4.131
53.590177,833.962,0.000,838.093,4.131
53.616087,826.415,0.000,830.546,4.131
53.642534,818.868,0.000,822.999,4.131
53.668928,811.321,0.000,815.452,4.131
53.694972,803.774,0.000,807.905,4.131
53.720790,796.226,0.000,800.358,4.131
53.747334,788.679,0.000,792.810,4.131
53.773365,781.132,0.000,785.263,4.131
53.800510,773.585,0.000,777.716,4.131
53.826780,766.038,0.000,770.169,4.131
53.853375,758.491,0.000,762.622,4.131
53.879026,750.943,0.000,755.075,4.131
53.905236,743.396,0.000,747.527,4.131
53.931733,735.849,0.000,739.980,4.131
53.957656,728.302,0.000,732.433,4.131
53.983605,720.755,0.000,724.886,4.131
54.009690,713.208,0.000,717.339,4.131
54.036177,705.660,0.000,709.792,4.131
54.062690,698.113,0.000,702.244,4.131
54.088648,690.566,0.000,694.697,4.131
54.115162,683.019,0.000,687.150,4.131
54.141338,675.472,0.000,679.603,4.131
54.167264,667.925,0.000,672.056,4.131
54.193565,660.377,0.000,664.508,4.131
54.219685,652.830,0.000,656.961,4.131
54.246006,645.283,0.000,649.414,4.131
54.272084,637.736,0.000,641.867,4.131
54.298055,630.189,0.000,634.320,4.131
54.324444,622.642,0.000,626.773,4.131
54.350814,615.094,0.000,619.225,4.131
54.378640,607.547,0.000,611.678,4.131
54.404477,600.000,0.000,604.131,4.131
54.430825,592.453,0.000,596.584,4.131
54.456805,584.906,0.000,589.037,4.131
54.483023,577.358,0.000,581.490,4.131
54.509546,569.811,0.000,573.942,4.131
54.535862,562.264,0.000,566.395,4.131
54.561858,554.717,0.000,558.848,4.131
54.587684,547.170,0.000,551.301,4.131
54.613967,539.623,0.000,543.754,4.131
54.639875,532.075,0.000,536.207,4.131
54.666324,524.528,0.000,528.659,4.131
54.692635,516.981,0.000,521.112,4.131
54.719002,509.434,0.000,513.565,4.131
54.745581,501.887,0.000,506.018,4.131
54.772189,494.340,0.000,498.471,4.131
54.798454,486.792,0.000,490.924,4.131
54.824458,479.245,0.000,483.376,4.131
54.850736,471.698,0.000,475.829,4.131
54.876527,464.151,0.000,468.282,4.131
54.902719,456.604,0.000,460.735,4.131
54.928833,449.057,0.000,453.188,4.131
54.955425,441.509,0.000,445.641,4.131
54.981811,433.962,0.000,438.093,4.131
55.007735,426.415,0.000,430.546,4.131
55.033782,418.868,0.000,422.999,4.131
55.059720,411.321,0.000,415.452,4.131
55.085936,403.774,0.000,407.905,4.131
55.111930,396.226,0.000,400.358,4.131
55.138131,388.679,0.000,392.810,4.131
55.164264,381.132,0.000,385.263,4.131
55.190663,373.585,0.000,377.716,4.131
55.217369,366.038,0.000,370.169,4.131
55.244305,358.491,0.000,362.622,4.131
55.270816,350.943,0.000,355.075,4.131
55.297312,343.396,0.000,347.527,4.131
55.323775,335.849,0.000,339.980,4.131
55.349946,328.302,0.000,332.433,4.131
55.375829,320.755,0.000,324.886,4.131
55.402152,313.208,0.000,317.339,4.131
55.428060,305.660,0.000,309.792,4.131
55.454177,298.113,0.000,302.244,4.131
55.480500,290.566,0.000,294.697,4.131
55.506193,283.019,0.000,287.150,4.131
55.532607,275.472,0.000,279.603,4.131
55.558800,267.925,0.000,272.056,4.131
55.584853,260.377,0.000,264.508,4.131
55.610935,252.830,0.000,256.961,4.131
55.637490,245.283,0.000,249.414,4.131
55.664043,237.736,0.000,241.867,4.131
55.690243,230.189,0.000,234.320,4.131
55.716065,222.642,0.000,226.773,4.131
55.742393,215.094,0.000,219.225,4.131
55.768872,207.547,0.000,211.678,4.131
55.795195,200.000,0.000,204.131,4.131
