time_s,cmd_x,cmd_y,actual_x,actual_y
27.182681,838.655,0.000,834.524,4.131
27.208836,845.378,0.000,841.247,4.131
27.235037,852.101,0.000,847.970,4.131
27.260745,858.824,0.000,854.692,4.131
27.287146,865.546,0.000,861.415,4.131
27.313256,872.269,0.000,868.138,4.131
27.339281,878.992,0.000,874.860,4.131
27.365762,885.714,0.000,881.583,4.131
27.391906,892.437,0.000,888.306,4.131
27.418438,899.160,0.000,895.029,4.131
27.445060,905.882,0.000,901.751,4.131
27.471438,912.605,0.000,908.474,4.131
27.497470,919.328,0.000,915.197,4.131
27.523488,926.050,0.000,921.919,4.131
27.549562,932.773,0.000,928.642,4.131
27.575749,939.496,0.000,935.365,4.131
27.601777,946.218,0.000,942.087,4.131
27.628072,952.941,0.000,948.810,4.131
27.654903,959.664,0.000,955.533,4.131
27.681680,966.387,0.000,962.255,4.131
27.708269,973.109,0.000,968.978,4.131
27.734524,979.832,0.000,975.701,4.131
27.760744,986.555,0.000,982.423,4.131
27.786730,993.277,0.000,989.146,4.131
27.813010,1000.000,0.000,995.869,4.131
27.839291,1000.000,0.000,995.869,4.131
27.865293,993.277,0.000,992.590,4.131
27.891371,986.555,0.000,987.947,4.131
27.917690,979.832,0.000,982.448,4.131
27.944014,973.109,0.000,976.430,4.131
27.970309,966.387,0.000,970.104,4.131
27.996883,959.664,0.000,963.599,4.131
28.022955,952.941,0.000,956.983,4.131
28.049165,946.218,0.000,950.315,4.131
28.075493,939.496,0.000,943.619,4.131
28.101699,932.773,0.000,936.904,4.131
28.128283,926.050,0.000,930.182,4.131
28.154587,919.328,0.000,923.459,4.131
28.180775,912.605,0.000,916.736,4.131
28.207427,905.882,0.000,910.013,4.131
28.233971,899.160,0.000,903.291,4.131
28.260642,892.437,0.000,896.568,4.131
28.286729,885.714,0.000,889.845,4.131
28.312536,878.992,0.000,883.123,4.131
28.338720,872.269,0.000,876.400,4.131
28.365309,865.546,0.000,869.677,4.131
28.391650,858.824,0.000,862.955,4.131
28.418177,852.101,0.000,856.232,4.131
28.444109,845.378,0.000,849.509,4.131
28.470332,838.655,0.000,842.787,4.131
28.496697,831.933,0.000,836.064,4.131
28.522899,825.210,0.000,829.341,4.131
28.549037,818.487,0.000,822.619,4.131
28.575731,811.765,0.000,815.896,4.131
28.601849,805.042,0.000,809.173,4.131
28.628070,798.319,0.000,802.450,4.131
28.654248,791.597,0.000,795.728,4.131
28.680733,784.874,0.000,789.005,4.131
28.707116,778.151,0.000,782.282,4.131
28.733423,771.429,0.000,775.560,4.131
28.760000,764.706,0.000,768.837,4.131
28.786423,757.983,0.000,762.114,4.131
28.812382,751.261,0.000,755.392,4.131
28.838458,744.538,0.000,748.669,4.131
28.865083,737.815,0.000,741.946,4.131
28.891064,731.092,0.000,735.224,4.131
28.917572,724.370,0.000,728.501,4.131
28.943930,717.647,0.000,721.778,4.131
28.970052,710.924,0.000,715.056,4.131
28.996673,704.202,0.000,708.333,4.131
29.022947,697.479,0.000,701.610,4.131
29.049649,690.756,0.000,694.887,4.131
29.075933,684.034,0.000,688.165,4.131
29.101866,677.311,0.000,681.442,4.131
29.128247,670.588,0.000,674.719,4.131
29.154226,663.866,0.000,667.997,4.131
29.180677,657.143,0.000,661.274,4.131
29.206725,650.420,0.000,654.551,4.131
29.232996,643.697,0.000,647.829,4.131
29.259530,636.975,0.000,641.106,4.131
29.286627,630.252,0.000,634.383,4.131
29.313030,623.529,0.000,627.661,4.131
29.339224,616.807,0.000,620.938,4.131
29.365256,610.084,0.000,614.215,4.131
29.391105,603.361,0.000,607.492,4.131
29.417328,596.639,0.000,600.770,4.131
29.443366,589.916,0.000,594.047,4.131
29.471862,583.193,0.000,587.324,4.131
29.497896,576.471,0.000,580.602,4.131
29.524212,569.748,0.000,573.879,4.131
29.550501,563.025,0.000,567.156,4.131
29.576543,556.303,0.000,560.434,4.131
29.602710,549.580,0.000,553.711,4.131
29.629467,542.857,0.000,546.988,4.131
29.655587,536.134,0.000,540.266,4.131
29.681807,529.412,0.000,533.543,4.131
29.708434,522.689,0.000,526.820,4.131
29.734942,515.966,0.000,520.098,4.131
29.760940,509.244,0.000,513.375,4.131
29.787011,502.521,0.000,506.652,4.131
29.813181,495.798,0.000,499.929,4.131
29.839540,489.076,0.000,493.207,4.131
29.865800,482.353,0.000,486.484,4.131
29.892145,475.630,0.000,479.761,4.131
29.918343,468.908,0.000,473.039,4.131
29.944716,462.185,0.000,466.316,4.131
29.970586,455.462,0.000,459.593,4.131
29.997288,448.739,0.000,452.871,4.131
30.023357,442.017,0.000,446.148,4.131
30.050058,435.294,0.000,439.425,4.131
30.076334,428.571,0.000,432.703,4.131
30.102170,421.849,0.000,425.980,4.131
30.128035,415.126,0.000,419.257,4.131
30.154519,408.403,0.000,412.534,4.131
30.181088,401.681,0.000,405.812,4.131
30.207290,394.958,0.000,399.089,4.131
30.233683,388.235,0.000,392.366,4.131
30.259917,381.513,0.000,385.644,4.131
30.285828,374.790,0.000,378.921,4.131
30.312209,368.067,0.000,372.198,4.131
30.338407,361.345,0.000,365.476,4.131
30.364937,354.622,0.000,358.753,4.131
30.391891,347.899,0.000,352.030,4.131
30.418960,341.176,0.000,345.308,4.131
30.445700,334.454,0.000,338.585,4.131
30.471994,327.731,0.000,331.862,4.131
30.498141,321.008,0.000,325.140,4.131
30.524406,314.286,0.000,318.417,4.131
30.551054,307.563,0.000,311.694,4.131
30.577061,300.840,0.000,304.971,4.131
30.602945,294.118,0.000,298.249,4.131
30.628883,287.395,0.000,291.526,4.131
30.654884,280.672,0.000,284.803,4.131
30.681026,273.950,0.000,278.081,4.131
30.707149,267.227,0.000,271.358,4.131
30.733397,260.504,0.000,264.635,4.131
30.759973,253.782,0.000,257.913,4.131
30.786114,247.059,0.000,251.190,4.131
30.812633,240.336,0.000,244.467,4.131
30.838892,233.613,0.000,237.745,4.131
30.865155,226.891,0.000,231.022,4.131
30.891542,220.168,0.000,224.299,4.131
30.918253,213.445,0.000,217.577,4.131
30.944422,206.723,0.000,210.854,4.131
30.970697,200.000,0.000,204.131,4.131
30.997282,200.000,400.000,200.000,400.000
30.998298,200.000,0.000,200.000,4.131
31.049383,207.547,0.000,204.570,4.131
31.100600,215.094,0.000,211.258,4.131
31.152196,222.642,0.000,218.569,4.131
31.203264,230.189,0.000,226.062,4.131
31.254911,237.736,0.000,233.605,4.131
31.305992,245.283,0.000,241.152,4.131
31.357323,252.830,0.000,248.699,4.131
31.408167,260.377,0.000,256.246,4.131
31.459368,267.925,0.000,263.793,4.131
31.511111,275.472,0.000,271.341,4.131
31.562566,283.019,0.000,278.888,4.131
31.614038,290.566,0.000,286.435,4.131
31.665454,298.113,0.000,293.982,4.131
31.717102,305.660,0.000,301.529,4.131
31.768350,313.208,0.000,309.076,4.131
31.819641,320.755,0.000,316.624,4.131
31.870980,328.302,0.000,324.171,4.131
31.922086,335.849,0.000,331.718,4.131
31.973806,343.396,0.000,339.265,4.131
32.025367,350.943,0.000,346.812,4.131
32.076594,358.491,0.000,354.359,4.131
32.127737,366.038,0.000,361.907,4.131
32.179373,373.585,0.000,369.454,4.131
32.230319,381.132,0.000,377.001,4.131
32.281256,388.679,0.000,384.548,4.131
32.332404,396.226,0.000,392.095,4.131
32.384028,403.774,0.000,399.642,4.131
32.435543,411.321,0.000,407.190,4.131
32.486964,418.868,0.000,414.737,4.131
32.538508,426.415,0.000,422.284,4.131
32.590033,433.962,0.000,429.831,4.131
32.641737,441.509,0.000,437.378,4.131
32.692705,449.057,0.000,444.925,4.131
32.743690,456.604,0.000,452.473,4.131
32.794698,464.151,0.000,460.020,4.131
32.845852,471.698,0.000,467.567,4.131
32.896849,479.245,0.000,475.114,4.131
32.947726,486.792,0.000,482.661,4.131
32.998556,494.340,0.000,490.208,4.131
33.049437,501.887,0.000,497.756,4.131
33.100661,509.434,0.000,505.303,4.131
33.152234,516.981,0.000,512.850,4.131
33.203691,524.528,0.000,520.397,4.131
33.254579,532.075,0.000,527.944,4.131
33.305866,539.623,0.000,535.492,4.131
33.356973,547.170,0.000,543.039,4.131
33.408110,554.717,0.000,550.586,4.131
33.459585,562.264,0.000,558.133,4.131
33.510505,569.811,0.000,565.680,4.131
33.561503,577.358,0.000,573.227,4.131
33.612864,584.906,0.000,580.775,4.131
33.663673,592.453,0.000,588.322,4.131
33.715400,600.000,0.000,595.869,4.131
33.766455,607.547,0.000,603.416,4.131
33.817642,615.094,0.000,610.963,4.131
33.868909,622.642,0.000,618.510,4.131
33.920195,630.189,0.000,626.058,4.131
33.971263,637.736,0.000,633.605,4.131
34.022911,645.283,0.000,641.152,4.131
34.074323,652.830,0.000,648.699,4.131
34.125674,660.377,0.000,656.246,4.131
34.176411,667.925,0.000,663.793,4.131
34.227868,675.472,0.000,671.341,4.131
34.279214,683.019,0.000,678.888,4.131
34.330609,690.566,0.000,686.435,4.131
34.381682,698.113,0.000,693.982,4.131
34.432485,705.660,0.000,701.529,4.131
34.483686,713.208,0.000,709.076,4.131
34.535250,720.755,0.000,716.624,4.131
34.586218,728.302,0.000,724.171,4.131
34.637377,735.849,0.000,731.718,4.131
34.688516,743.396,0.000,739.265,4.131
34.739883,750.943,0.000,746.812,4.131
34.791009,758.491,0.000,754.359,4.131
34.842680,766.038,0.000,761.907,4.131
34.893753,773.585,0.000,769.454,4.131
34.945241,781.132,0.000,777.001,4.131
34.996778,788.679,0.000,784.548,4.131
35.047662,796.226,0.000,792.095,4.131
35.099111,803.774,0.000,799.642,4.131
35.150879,811.321,0.000,807.190,4.131
35.202034,818.868,0.000,814.737,4.131
35.253422,826.415,0.000,822.284,4.131
35.304871,833.962,0.000,829.831,4.131
35.355985,841.509,0.000,837.378,4.131
35.407340,849.057,0.000,844.925,4.131
35.459374,856.604,0.000,852.473,4.131
35.510921,864.151,0.000,860.020,4.131
35.561930,871.698,0.000,867.567,4.131
35.612836,879.245,0.000,875.114,4.131
35.663599,886.792,0.000,882.661,4.131
35.714699,894.340,0.000,890.208,4.131
35.766351,901.887,0.000,897.756,4.131
35.817531,909.434,0.000,905.303,4.131
35.868870,916.981,0.000,912.850,4.131
35.920151,924.528,0.000,920.397,4.131
35.971291,932.075,0.000,927.944,4.131
36.022430,939.623,0.000,935.492,4.131
36.073348,947.170,0.000,943.039,4.131
36.124350,954.717,0.000,950.586,4.131
36.175388,962.264,0.000,958.133,4.131
36.226483,969.811,0.000,965.680,4.131
36.277715,977.358,0.000,973.227,4.131
36.328790,984.906,0.000,980.775,4.131
36.380204,992.453,0.000,988.322,4.131
36.431349,1000.000,0.000,995.869,4.131
36.482374,1007.547,0.000,1003.416,4.131
36.533553,1015.094,0.000,1010.963,4.131
36.584534,1022.642,0.000,1018.510,4.131
36.636002,1030.189,0.000,1026.058,4.131
36.687437,1037.736,0.000,1033.605,4.131
36.738925,1045.283,0.000,1041.152,4.131
36.790003,1052.830,0.000,1048.699,4.131
36.841689,1060.377,0.000,1056.246,4.131
36.893353,1067.925,0.000,1063.793,4.131
36.944859,1075.472,0.000,1071.341,4.131
36.995741,1083.019,0.000,1078.888,4.131
37.046692,1090.566,0.000,1086.435,4.131
37.097688,1098.113,0.000,1093.982,4.131
37.149256,1105.660,0.000,1101.529,4.131
37.200307,1113.208,0.000,1109.076,4.131
37.251645,1120.755,0.000,1116.624,4.131
37.303234,1128.302,0.000,1124.171,4.131
37.354311,1135.849,0.000,1131.718,4.131
37.405640,1143.396,0.000,1139.265,4.131
37.456555,1150.943,0.000,1146.812,4.131
37.507787,1158.491,0.000,1154.359,4.131
37.559146,1166.038,0.000,1161.907,4.131
37.610621,1173.585,0.000,1169.454,4.131
37.662048,1181.132,0.000,1177.001,4.131
37.713387,1188.679,0.000,1184.548,4.131
37.764596,1196.226,0.000,1192.095,4.131
37.815799,1203.774,0.000,1199.642,4.131
37.867120,1211.321,0.000,1207.190,4.131
37.918143,1218.868,0.000,1214.737,4.131
37.969455,1226.415,0.000,1222.284,4.131
38.021129,1233.962,0.000,1229.831,4.131
38.072019,1241.509,0.000,1237.378,4.131
38.123615,1249.057,0.000,1244.925,4.131
38.175097,1256.604,0.000,1252.473,4.131
38.226843,1264.151,0.000,1260.020,4.131
38.277848,1271.698,0.000,1267.567,4.131
38.329581,1279.245,0.000,1275.114,4.131
38.380933,1286.792,0.000,1282.661,4.131
38.432335,1294.340,0.000,1290.208,4.131
38.483487,1301.887,0.000,1297.756,4.131
38.534920,1309.434,0.000,1305.303,4.131
38.585915,1316.981,0.000,1312.850,4.131
38.637394,1324.528,0.000,1320.397,4.131
38.688461,1332.075,0.000,1327.944,4.131
38.739705,1339.623,0.000,1335.492,4.131
38.791201,1347.170,0.000,1343.039,4.131
38.842402,1354.717,0.000,1350.586,4.131
38.893653,1362.264,0.000,1358.133,4.131
38.944949,1369.811,0.000,1365.680,4.131
38.995694,1377.358,0.000,1373.227,4.131
39.047074,1384.906,0.000,1380.775,4.131
39.098210,1392.453,0.000,1388.322,4.131
39.149344,1400.000,0.000,1395.869,4.131
39.200963,1400.000,0.000,1395.869,4.131
39.252442,1392.453,0.000,1392.187,4.131
39.303348,1384.906,0.000,1386.729,4.131
39.354741,1377.358,0.000,1380.304,4.131
39.406364,1369.811,0.000,1373.353,4.131
39.457196,1362.264,0.000,1366.119,4.131
39.508518,1354.717,0.000,1358.731,4.131
39.559488,1347.170,0.000,1351.260,4.131
39.610875,1339.623,0.000,1343.745,4.131
39.661826,1332.075,0.000,1336.207,4.131
39.713012,1324.528,0.000,1328.659,4.131
39.764098,1316.981,0.000,1321.112,4.131
39.815199,1309.434,0.000,1313.565,4.131
39.866026,1301.887,0.000,1306.018,4.131
39.917328,1294.340,0.000,1298.471,4.131
39.968680,1286.792,0.000,1290.924,4.131
40.020221,1279.245,0.000,1283.376,4.131
40.071341,1271.698,0.000,1275.829,4.131
40.122870,1264.151,0.000,1268.282,4.131
40.174590,1256.604,0.000,1260.735,4.131
40.226482,1249.057,0.000,1253.188,4.131
40.277859,1241.509,0.000,1245.641,4.131
40.328648,1233.962,0.000,1238.093,4.131
40.379931,1226.415,0.000,1230.546,4.131
40.434290,1218.868,0.000,1222.999,4.131
40.499060,1211.321,0.000,1215.452,4.131
40.550267,1203.774,0.000,1207.905,4.131
40.601612,1196.226,0.000,1200.358,4.131
40.653504,1188.679,0.000,1192.810,4.131
40.704937,1181.132,0.000,1185.263,4.131
40.756099,1173.585,0.000,1177.716,4.131
40.807977,1166.038,0.000,1170.169,4.131
40.859059,1158.491,0.000,1162.622,4.131
40.910557,1150.943,0.000,1155.075,4.131
40.961643,1143.396,0.000,1147.527,4.131
41.012543,1135.849,0.000,1139.980,4.131
41.063452,1128.302,0.000,1132.433,4.131
41.114466,1120.755,0.000,1124.886,4.131
41.165827,1113.208,0.000,1117.339,4.131
41.217142,1105.660,0.000,1109.792,4.131
41.268001,1098.113,0.000,1102.244,4.131
41.319596,1090.566,0.000,1094.697,4.131
41.370361,1083.019,0.000,1087.150,4.131
41.421223,1075.472,0.000,1079.603,4.131
41.472254,1067.925,0.000,1072.056,4.131
41.523607,1060.377,0.000,1064.508,4.131
41.575403,1052.830,0.000,1056.961,4.131
41.626517,1045.283,0.000,1049.414,4.131
41.678160,1037.736,0.000,1041.867,4.131
41.729606,1030.189,0.000,1034.320,4.131
41.781111,1022.642,0.000,1026.773,4.131
41.832513,1015.094,0.000,1019.225,4.131
41.883838,1007.547,0.000,1011.678,4.131
41.934954,1000.000,0.000,1004.131,4.131
41.986562,992.453,0.000,996.584,4.131
42.037698,984.906,0.000,989.037,4.131
42.089234,977.358,0.000,981.490,4.131
42.140521,969.811,0.000,973.942,4.131
42.191593,962.264,0.000,966.395,4.131
42.242577,954.717,0.000,958.848,4.131
42.293839,947.170,0.000,951.301,4.131
42.344807,939.623,0.000,943.754,4.131
42.395939,932.075,0.000,936.207,4.131
42.447116,924.528,0.000,928.659,4.131
42.498622,916.981,0.000,921.112,4.131
42.550096,909.434,0.000,913.565,4.131
42.601501,901.887,0.000,906.018,4.131
42.652745,894.340,0.000,898.471,4.131
42.704254,886.792,0.000,890.924,4.131
42.755873,879.245,0.000,883.376,4.131
42.807607,871.698,0.000,875.829,4.131
42.859003,864.151,0.000,868.282,4.131
42.910460,856.604,0.000,860.735,4.131
42.961424,849.057,0.000,853.188,4.131
43.012545,841.509,0.000,845.641,4.131
43.063643,833.962,0.000,838.093,4.131
43.114757,826.415,0.000,830.546,4.131
43.165604,818.868,0.000,822.999,4.131
43.217088,811.321,0.000,815.452,4.131
43.268673,803.774,0.000,807.905,4.131
43.320025,796.226,0.000,800.358,4.131
43.371743,788.679,0.000,792.810,4.131
43.422933,781.132,0.000,785.263,4.131
43.473837,773.585,0.000,777.716,4.131
43.524785,766.038,0.000,770.169,4.131
43.575953,758.491,0.000,762.622,4.131
43.627034,750.943,0.000,755.075,4.131
43.678274,743.396,0.000,747.527,4.131
43.729125,735.849,0.000,739.980,4.131
43.780303,728.302,0.000,732.433,4.131
43.831342,720.755,0.000,724.886,4.131
43.882520,713.208,0.000,717.339,4.131
43.933679,705.660,0.000,709.792,4.131
43.985238,698.113,0.000,702.244,4.131
44.036505,690.566,0.000,694.697,4.131
44.087725,683.019,0.000,687.150,4.131
44.139194,675.472,0.000,679.603,4.131
44.190643,667.925,0.000,672.056,4.131
44.241885,660.377,0.000,664.508,4.131
44.293342,652.830,0.000,656.961,4.131
44.345015,645.283,0.000,649.414,4.131
44.396189,637.736,0.000,641.867,4.131
44.447027,630.189,0.000,634.320,4.131
44.498466,622.642,0.000,626.773,4.131
44.549480,615.094,0.000,619.225,4.131
44.600471,607.547,0.000,611.678,4.131
44.651838,600.000,0.000,604.131,4.131
44.703206,592.453,0.000,596.584,4.131
44.754321,584.906,0.000,589.037,4.131
44.805540,577.358,0.000,581.490,4.131
44.857692,569.811,0.000,573.942,4.131
44.909076,562.264,0.000,566.395,4.131
44.960409,554.717,0.000,558.848,4.131
45.011693,547.170,0.000,551.301,4.131
45.062736,539.623,0.000,543.754,4.131
45.113758,532.075,0.000,536.207,4.131
45.165540,524.528,0.000,528.659,4.131
45.216783,516.981,0.000,521.112,4.131
45.268303,509.434,0.000,513.565,4.131
45.319663,501.887,0.000,506.018,4.131
45.370358,494.340,0.000,498.471,4.131
45.421155,486.792,0.000,490.924,4.131
45.472441,479.245,0.000,483.376,4.131
45.524310,471.698,0.000,475.829,4.131
45.575223,464.151,0.000,468.282,4.131
45.626252,456.604,0.000,460.735,4.131
45.677279,449.057,0.000,453.188,4.131
45.728749,441.509,0.000,445.641,4.131
45.779989,433.962,0.000,438.093,4.131
45.830911,426.415,0.000,430.546,4.131
45.882037,418.868,0.000,422.999,4.131
45.933300,411.321,0.000,415.452,4.131
45.984201,403.774,0.000,407.905,4.131
46.035334,396.226,0.000,400.358,4.131
46.086345,388.679,0.000,392.810,4.131
46.137678,381.132,0.000,385.263,4.131
46.189502,373.585,0.000,377.716,4.131
46.241274,366.038,0.000,370.169,4.131
46.292695,358.491,0.000,362.622,4.131
46.343601,350.943,0.000,355.075,4.131
46.394310,343.396,0.000,347.527,4.131
46.445833,335.849,0.000,339.980,4.131
46.497080,328.302,0.000,332.433,4.131
46.548425,320.755,0.000,324.886,4.131
46.599880,313.208,0.000,317.339,4.131
46.651260,305.660,0.000,309.792,4.131
46.702113,298.113,0.000,302.244,4.131
46.753304,290.566,0.000,294.697,4.131
46.804423,283.019,0.000,287.150,4.131
46.855771,275.472,0.000,279.603,4.131
46.906806,267.925,0.000,272.056,4.131
46.957980,260.377,0.000,264.508,4.131
47.009260,252.830,0.000,256.961,4.131
47.060781,245.283,0.000,249.414,4.131
47.112050,237.736,0.000,241.867,4.131
47.163065,230.189,0.000,234.320,4.131
47.214271,222.642,0.000,226.773,4.131
47.265787,215.094,0.000,219.225,4.131
47.316730,207.547,0.000,211.678,4.131
47.368015,200.000,0.000,204.131,4.131
47.419138,200.000,400.000,200.000,400.000
47.420130,200.000,0.000,200.000,4.131
47.446081,207.547,0.000,204.570,4.131
47.472434,215.094,0.000,211.258,4.131
47.499624,222.642,0.000,218.569,4.131
47.525701,230.189,0.000,226.062,4.131
47.551761,237.736,0.000,233.605,4.131
47.577545,245.283,0.000,241.152,4.131
47.603474,252.830,0.000,248.699,4.131
47.630000,260.377,0.000,256.246,4.131
47.656324,267.925,0.000,263.793,4.131
47.682672,275.472,0.000,271.341,4.131
47.708941,283.019,0.000,278.888,4.131
47.735453,290.566,0.000,286.435,4.131
47.761770,298.113,0.000,293.982,4.131
47.788756,305.660,0.000,301.529,4.131
47.814856,313.208,0.000,309.076,4.131
47.840970,320.755,0.000,316.624,4.131
47.867213,328.302,0.000,324.171,4.131
47.893477,335.849,0.000,331.718,4.131
47.920022,343.396,0.000,339.265,4.131
47.946565,350.943,0.000,346.812,4.131
47.972575,358.491,0.000,354.359,4.131
47.998591,366.038,0.000,361.907,4.131
48.024687,373.585,0.000,369.454,4.131
48.050733,381.132,0.000,377.001,4.131
48.077340,388.679,0.000,384.548,4.131
48.103325,396.226,0.000,392.095,4.131
48.129367,403.774,0.000,399.642,4.131
48.155572,411.321,0.000,407.190,4.131
48.181839,418.868,0.000,414.737,4.131
48.208005,426.415,0.000,422.284,4.131
48.234014,433.962,0.000,429.831,4.131
48.260322,441.509,0.000,437.378,4.131
48.286175,449.057,0.000,444.925,4.131
48.312584,456.604,0.000,452.473,4.131
48.338532,464.151,0.000,460.020,4.131
48.364833,471.698,0.000,467.567,4.131
48.391457,479.245,0.000,475.114,4.131
48.417540,486.792,0.000,482.661,4.131
48.443849,494.340,0.000,490.208,4.131
48.470756,501.887,0.000,497.756,4.131
48.496918,509.434,0.000,505.303,4.131
48.522851,516.981,0.000,512.850,4.131
48.549104,524.528,0.000,520.397,4.131
48.575255,532.075,0.000,527.944,4.131
48.601019,539.623,0.000,535.492,4.131
48.627453,547.170,0.000,543.039,4.131
48.653712,554.717,0.000,550.586,4.131
48.679694,562.264,0.000,558.133,4.131
48.705689,569.811,0.000,565.680,4.131
48.732058,577.358,0.000,573.227,4.131
48.758791,584.906,0.000,580.775,4.131
48.784933,592.453,0.000,588.322,4.131
48.811125,600.000,0.000,595.869,4.131
48.837343,607.547,0.000,603.416,4.131
48.863853,615.094,0.000,610.963,4.131
48.889848,622.642,0.000,618.510,4.131
48.916307,630.189,0.000,626.058,4.131
48.942136,637.736,0.000,633.605,4.131
48.968068,645.283,0.000,641.152,4.131
48.994013,652.830,0.000,648.699,4.131
49.020061,660.377,0.000,656.246,4.131
49.046343,667.925,0.000,663.793,4.131
49.072466,675.472,0.000,671.341,4.131
49.098860,683.019,0.000,678.888,4.131
49.125215,690.566,0.000,686.435,4.131
49.151297,698.113,0.000,693.982,4.131
49.177205,705.660,0.000,701.529,4.131
49.203959,713.208,0.000,709.076,4.131
49.230299,720.755,0.000,716.624,4.131
49.256499,728.302,0.000,724.171,4.131
49.282958,735.849,0.000,731.718,4.131
49.309515,743.396,0.000,739.265,4.131
49.336135,750.943,0.000,746.812,4.131
49.362510,758.491,0.000,754.359,4.131
49.389266,766.038,0.000,761.907,4.131
49.415559,773.585,0.000,769.454,4.131
49.441763,781.132,0.000,777.001,4.131
49.468509,788.679,0.000,784.548,4.131
49.494596,796.226,0.000,792.095,4.131
49.520607,803.774,0.000,799.642,4.131
49.546639,811.321,0.000,807.190,4.131
49.572670,818.868,0.000,814.737,4.131
49.598703,826.415,0.000,822.284,4.131
49.625510,833.962,0.000,829.831,4.131
49.651975,841.509,0.000,837.378,4.131
49.678255,849.057,0.000,844.925,4.131
49.704350,856.604,0.000,852.473,4.131
49.731081,864.151,0.000,860.020,4.131
49.757188,871.698,0.000,867.567,4.131
49.783145,879.245,0.000,875.114,4.131
49.809566,886.792,0.000,882.661,4.131
49.835656,894.340,0.000,890.208,4.131
49.862248,901.887,0.000,897.756,4.131
49.888646,909.434,0.000,905.303,4.131
49.915179,916.981,0.000,912.850,4.131
49.941192,924.528,0.000,920.397,4.131
49.968429,932.075,0.000,927.944,4.131
49.994558,939.623,0.000,935.492,4.131
50.021201,947.170,0.000,943.039,4.131
50.047425,954.717,0.000,950.586,4.131
50.073807,962.264,0.000,958.133,4.131
50.099947,969.811,0.000,965.680,4.131
50.126431,977.358,0.000,973.227,4.131
50.152260,984.906,0.000,980.775,4.131
50.178405,992.453,0.000,988.322,4.131
50.204896,1000.000,0.000,995.869,4.131
50.231751,1007.547,0.000,1003.416,4.131
50.257856,1015.094,0.000,1010.963,4.131
50.283961,1022.642,0.000,1018.510,4.131
50.310136,1030.189,0.000,1026.058,4.131
50.336577,1037.736,0.000,1033.605,4.131
50.362817,1045.283,0.000,1041.152,4.131
50.389069,1052.830,0.000,1048.699,4.131
50.415851,1060.377,0.000,1056.246,4.131
50.442565,1067.925,0.000,1063.793,4.131
50.469128,1075.472,0.000,1071.341,4.131
50.495606,1083.019,0.000,1078.888,4.131
50.521509,1090.566,0.000,1086.435,4.131
50.547970,1098.113,0.000,1093.982,4.131
50.574109,1105.660,0.000,1101.529,4.131
50.600292,1113.208,0.000,1109.076,4.131
50.626669,1120.755,0.000,1116.624,4.131
50.652677,1128.302,0.000,1124.171,4.131
50.679216,1135.849,0.000,1131.718,4.131
50.705459,1143.396,0.000,1139.265,4.131
50.732154,1150.943,0.000,1146.812,4.131
50.758468,1158.491,0.000,1154.359,4.131
50.784708,1166.038,0.000,1161.907,4.131
50.810748,1173.585,0.000,1169.454,4.131
50.836904,1181.132,0.000,1177.001,4.131
50.862978,1188.679,0.000,1184.548,4.131
50.889134,1196.226,0.000,1192.095,4.131
50.915169,1203.774,0.000,1199.642,4.131
50.941643,1211.321,0.000,1207.190,4.131
50.967873,1218.868,0.000,1214.737,4.131
50.994074,1226.415,0.000,1222.284,4.131
51.020601,1233.962,0.000,1229.831,4.131
51.046784,1241.509,0.000,1237.378,4.131
51.072579,1249.057,0.000,1244.925,4.131
51.098637,1256.604,0.000,1252.473,4.131
51.124987,1264.151,0.000,1260.020,4.131
51.150856,1271.698,0.000,1267.567,4.131
51.176880,1279.245,0.000,1275.114,4.131
51.203204,1286.792,0.000,1282.661,4.131
51.229671,1294.340,0.000,1290.208,4.131
51.255502,1301.887,0.000,1297.756,4.131
51.281361,1309.434,0.000,1305.303,4.131
51.307269,1316.981,0.000,1312.850,4.131
51.333309,1324.528,0.000,1320.397,4.131
51.359737,1332.075,0.000,1327.944,4.131
51.385843,1339.623,0.000,1335.492,4.131
51.411747,1347.170,0.000,1343.039,4.131
51.437896,1354.717,0.000,1350.586,4.131
51.465146,1362.264,0.000,1358.133,4.131
51.491432,1369.811,0.000,1365.680,4.131
51.517416,1377.358,0.000,1373.227,4.131
51.543199,1384.906,0.000,1380.775,4.131
51.569185,1392.453,0.000,1388.322,4.131
51.595576,1400.000,0.000,1395.869,4.131
51.622009,1400.000,0.000,1395.869,4.131
51.648052,1392.453,0.000,1392.187,4.131
51.674200,1384.906,0.000,1386.729,4.131
51.700294,1377.358,0.000,1380.304,4.131
51.726864,1369.811,0.000,1373.353,4.131
51.753100,1362.264,0.000,1366.119,4.131
51.779421,1354.717,0.000,1358.731,4.131
51.805555,1347.170,0.000,1351.260,4.131
51.831434,1339.623,0.000,1343.745,4.131
51.858143,1332.075,0.000,1336.207,4.131
51.885062,1324.528,0.000,1328.659,4.131
51.911683,1316.981,0.000,1321.112,4.131
51.937791,1309.434,0.000,1313.565,4.131
51.964006,1301.887,0.000,1306.018,4.131
51.990234,1294.340,0.000,1298.471,4.131
52.016349,1286.792,0.000,1290.924,4.131
52.042875,1279.245,0.000,1283.376,4.131
52.068956,1271.698,0.000,1275.829,4.131
52.095189,1264.151,0.000,1268.282,4.131
52.121200,1256.604,0.000,1260.735,4.131
52.147744,1249.057,0.000,1253.188,4.131
